id_producto,nombre,categoria,marca,precio_base_usd
129,Juguetes Mattel mH58,Juguetes,Mattel,292.89
130,Hogar Rosen IV30,Hogar,Rosen,102.94
131,Deportes Decathlon hf63,Deportes,Decathlon,403.71
132,Juguetes Lego JV38,Juguetes,Lego,87.4
133,Deportes Spalding gS61,Deportes,Spalding,332.44
134,Vestuario Zara kC75,Vestuario,Zara,27.2
135,Juguetes Hasbro rQ52,Juguetes,Hasbro,101.84
136,Vestuario H&M pp69,Vestuario,H&M,75.28
137,Hogar Rosen dE95,Hogar,Rosen,256.12
138,Electrónica Apple pk58,Electrónica,Apple,324.3
139,Electrónica Xiaomi DR43,Electrónica,Xiaomi,537.11
140,Deportes Decathlon fS45,Deportes,Decathlon,492.65
141,Vestuario H&M Lf13,Vestuario,H&M,38.86
142,Vestuario Adidas wB84,Vestuario,Adidas,15.4
143,Vestuario Nike Zs87,Vestuario,Nike,111.47
144,Hogar IKEA yH62,Hogar,IKEA,371.44
145,Hogar IKEA IU58,Hogar,IKEA,41.95
146,Juguetes Mattel FB70,Juguetes,Mattel,52.62
147,Juguetes Mattel XN25,Juguetes,Mattel,146.37
148,Vestuario Zara aQ12,Vestuario,Zara,39.35
149,Hogar Philips UC37,Hogar,Philips,170.39
150,Vestuario Zara fY56,Vestuario,Zara,102.19
151,Hogar Philips bK40,Hogar,Philips,58.37
152,Hogar Philips yP17,Hogar,Philips,339.95
153,Deportes Wilson wH62,Deportes,Wilson,97.31
154,Electrónica Xiaomi RZ89,Electrónica,Xiaomi,1059.72
155,Juguetes Lego HB37,Juguetes,Lego,427.22
156,Hogar Philips SX54,Hogar,Philips,460.54
157,Vestuario H&M zB45,Vestuario,H&M,82.5
158,Juguetes Mattel jd49,Juguetes,Mattel,397.35
159,Hogar IKEA oz98,Hogar,IKEA,57.8
160,Electrónica Samsung nM23,Electrónica,Samsung,1299.86
161,Vestuario Zara Uj93,Vestuario,Zara,48.01
162,Hogar Rosen eS11,Hogar,Rosen,156.57
163,Electrónica Apple CF66,Electrónica,Apple,807.27
164,Juguetes Hasbro rb35,Juguetes,Hasbro,227.58
165,Vestuario Zara Wl92,Vestuario,Zara,88.41
166,Hogar IKEA wG12,Hogar,IKEA,397.31
167,Vestuario Zara ue80,Vestuario,Zara,92.71
168,Vestuario Nike lL72,Vestuario,Nike,33.52
169,Hogar Rosen KO47,Hogar,Rosen,65.09
170,Deportes Wilson EX01,Deportes,Wilson,228.36
171,Electrónica Samsung BL66,Electrónica,Samsung,1358.81
172,Vestuario Zara FP10,Vestuario,Zara,72.68
173,Hogar IKEA Cn76,Hogar,IKEA,390.31
174,Hogar IKEA Gy30,Hogar,IKEA,67.78
175,Hogar CIC ei32,Hogar,CIC,98.82
176,Deportes Wilson BX74,Deportes,Wilson,41.54
177,Hogar Philips qP63,Hogar,Philips,57.29
178,Electrónica Sony gV45,Electrónica,Sony,1253.15
179,Deportes Wilson AE78,Deportes,Wilson,498.89
180,Hogar CIC iL93,Hogar,CIC,282.94
181,Juguetes Mattel NH13,Juguetes,Mattel,88.38
182,Deportes Spalding rk18,Deportes,Spalding,199.45
183,Hogar CIC Yo15,Hogar,CIC,196.36
184,Juguetes Lego LT63,Juguetes,Lego,174.06
185,Vestuario Zara Ht99,Vestuario,Zara,87.84
186,Electrónica Samsung gL93,Electrónica,Samsung,399.83
187,Deportes Wilson lV94,Deportes,Wilson,349.77
188,Deportes Spalding lL20,Deportes,Spalding,86.67
189,Deportes Wilson WV73,Deportes,Wilson,493.18
190,Deportes Wilson iA68,Deportes,Wilson,129.48
191,Juguetes Lego NI83,Juguetes,Lego,383.94
192,Juguetes Hasbro im67,Juguetes,Hasbro,421.22
193,Electrónica Samsung zv30,Electrónica,Samsung,115.49
194,Hogar Rosen iQ48,Hogar,Rosen,227.06
195,Vestuario H&M oy89,Vestuario,H&M,62.14
196,Hogar CIC Jh14,Hogar,CIC,268.9
197,Hogar Philips wH34,Hogar,Philips,350.11
198,Vestuario Adidas Fm33,Vestuario,Adidas,105.36
199,Electrónica Apple jk22,Electrónica,Apple,994.38
200,Electrónica Apple NS04,Electrónica,Apple,316.63
201,Juguetes Lego un68,Juguetes,Lego,470.7
202,Deportes Decathlon Op55,Deportes,Decathlon,58.27
203,Vestuario H&M zI44,Vestuario,H&M,71.73
204,Deportes Wilson gE25,Deportes,Wilson,283.44
205,Deportes Spalding HE30,Deportes,Spalding,260.01
206,Electrónica Apple oy55,Electrónica,Apple,424.19
207,Hogar IKEA IF63,Hogar,IKEA,476.5
208,Vestuario Zara Op40,Vestuario,Zara,42.96
209,Juguetes Mattel AY94,Juguetes,Mattel,395.47
210,Juguetes Lego Qw32,Juguetes,Lego,84.33
211,Hogar IKEA CO08,Hogar,IKEA,210.19
212,Juguetes Lego dJ20,Juguetes,Lego,326.34
213,Hogar CIC BA75,Hogar,CIC,335.03
214,Hogar IKEA CW97,Hogar,IKEA,280.89
215,Hogar CIC iH64,Hogar,CIC,401.35
216,Hogar Rosen Qd52,Hogar,Rosen,444.98
217,Electrónica Xiaomi Sy83,Electrónica,Xiaomi,1445.98
218,Juguetes Hasbro Qo07,Juguetes,Hasbro,294.41
219,Juguetes Mattel Bs62,Juguetes,Mattel,279.78
220,Deportes Wilson EM45,Deportes,Wilson,30.92
221,Hogar Philips cZ52,Hogar,Philips,197.05
222,Vestuario Nike uf11,Vestuario,Nike,26.34
223,Juguetes Lego ic57,Juguetes,Lego,147.73
224,Hogar IKEA Gk57,Hogar,IKEA,163.67
225,Hogar CIC bj72,Hogar,CIC,486.91
226,Juguetes Hasbro lT81,Juguetes,Hasbro,384.07
227,Electrónica Xiaomi hO27,Electrónica,Xiaomi,599.39
228,Vestuario Adidas sL14,Vestuario,Adidas,49.86
229,Juguetes Hasbro xn84,Juguetes,Hasbro,256.23
230,Deportes Spalding to22,Deportes,Spalding,179.8
231,Juguetes Hasbro Fz05,Juguetes,Hasbro,464.09
232,Deportes Decathlon nV38,Deportes,Decathlon,340.84
233,Juguetes Hasbro KG85,Juguetes,Hasbro,83.5
234,Deportes Wilson Jz50,Deportes,Wilson,172.68
235,Deportes Wilson wg35,Deportes,Wilson,258.53
236,Deportes Decathlon uY06,Deportes,Decathlon,285.23
237,Vestuario H&M gF60,Vestuario,H&M,82.94
238,Electrónica Sony oQ40,Electrónica,Sony,517.02
239,Deportes Wilson eN31,Deportes,Wilson,258.41
240,Hogar Rosen Pl72,Hogar,Rosen,294.42
241,Deportes Wilson OB72,Deportes,Wilson,493.5
242,Deportes Decathlon xr43,Deportes,Decathlon,85.52
243,Hogar Rosen dy72,Hogar,Rosen,474.62
244,Juguetes Mattel Hu38,Juguetes,Mattel,469.81
245,Juguetes Lego Ip70,Juguetes,Lego,129.46
246,Hogar IKEA Jg88,Hogar,IKEA,213.55
247,Juguetes Hasbro tm64,Juguetes,Hasbro,106.15
248,Deportes Spalding EY12,Deportes,Spalding,356.21
249,Hogar Philips Wg09,Hogar,Philips,164.2
250,Juguetes Lego aB66,Juguetes,Lego,169.7
251,Juguetes Hasbro bM52,Juguetes,Hasbro,295.41
252,Hogar IKEA sV35,Hogar,IKEA,263.98
253,Deportes Decathlon xQ97,Deportes,Decathlon,321.62
254,Vestuario Zara ZZ80,Vestuario,Zara,38.72
255,Vestuario Nike ld65,Vestuario,Nike,48.93
256,Hogar Rosen Gm62,Hogar,Rosen,123.5
257,Hogar IKEA Xd68,Hogar,IKEA,446.98
258,Electrónica Xiaomi pT37,Electrónica,Xiaomi,556.25
259,Vestuario Zara pi83,Vestuario,Zara,87.15
260,Hogar Philips Wa45,Hogar,Philips,452.59
261,Juguetes Mattel Wd82,Juguetes,Mattel,486.37
262,Deportes Decathlon ao11,Deportes,Decathlon,208.07
263,Juguetes Hasbro Xg74,Juguetes,Hasbro,49.16
264,Juguetes Lego Ge57,Juguetes,Lego,498.23
265,Hogar CIC sA28,Hogar,CIC,134.99
266,Electrónica Sony vF52,Electrónica,Sony,1097.63
267,Hogar CIC zW13,Hogar,CIC,209.62
268,Juguetes Lego aQ35,Juguetes,Lego,122.39
269,Deportes Spalding AC04,Deportes,Spalding,27.53
270,Hogar Philips Cs45,Hogar,Philips,35.77
271,Hogar IKEA Yq31,Hogar,IKEA,295.45
272,Hogar CIC PY06,Hogar,CIC,41.7
273,Electrónica Sony Uy73,Electrónica,Sony,930.03
274,Deportes Spalding Br86,Deportes,Spalding,366.71
275,Hogar CIC Ze75,Hogar,CIC,338.89
276,Vestuario H&M Ul83,Vestuario,H&M,84.01
277,Hogar Philips kE15,Hogar,Philips,318.53
278,Juguetes Mattel su82,Juguetes,Mattel,35.63
279,Hogar Rosen pr00,Hogar,Rosen,290.07
280,Vestuario Zara iU61,Vestuario,Zara,25.86
281,Hogar Rosen Mj86,Hogar,Rosen,402.41
282,Vestuario Adidas eu98,Vestuario,Adidas,72.61
283,Deportes Wilson VC12,Deportes,Wilson,21.15
284,Electrónica Sony uh43,Electrónica,Sony,1341.75
285,Electrónica Xiaomi aq20,Electrónica,Xiaomi,1366.47
286,Vestuario H&M GA06,Vestuario,H&M,76.96
287,Electrónica Samsung DK08,Electrónica,Samsung,569.19
288,Vestuario H&M xw29,Vestuario,H&M,30.67
289,Deportes Spalding lk38,Deportes,Spalding,86.82
290,Hogar CIC zI44,Hogar,CIC,427.21
291,Electrónica Samsung wL85,Electrónica,Samsung,426.84
292,Juguetes Lego te88,Juguetes,Lego,244.36
293,Vestuario Nike YX28,Vestuario,Nike,117.12
294,Electrónica Apple lE67,Electrónica,Apple,1251.12
295,Deportes Decathlon TV59,Deportes,Decathlon,264.68
296,Vestuario Zara Ni80,Vestuario,Zara,99.05
297,Juguetes Lego my80,Juguetes,Lego,188.52
298,Vestuario Adidas MU75,Vestuario,Adidas,26.73
299,Deportes Decathlon TA73,Deportes,Decathlon,179.66
300,Hogar IKEA Gv34,Hogar,IKEA,429.64
301,Hogar IKEA kR54,Hogar,IKEA,97.66
302,Deportes Spalding Vh45,Deportes,Spalding,487.18
303,Juguetes Lego Bp17,Juguetes,Lego,220.0
304,Electrónica Xiaomi bx44,Electrónica,Xiaomi,153.56
305,Vestuario H&M TB50,Vestuario,H&M,41.84
306,Vestuario Zara rZ11,Vestuario,Zara,21.51
307,Vestuario H&M se46,Vestuario,H&M,67.4
308,Deportes Decathlon rl56,Deportes,Decathlon,234.82
309,Electrónica Samsung hJ74,Electrónica,Samsung,1202.05
310,Electrónica Sony aw03,Electrónica,Sony,967.49
311,Juguetes Hasbro HR79,Juguetes,Hasbro,251.26
312,Hogar CIC aW40,Hogar,CIC,325.65
313,Electrónica Xiaomi wj78,Electrónica,Xiaomi,659.46
314,Juguetes Lego tu21,Juguetes,Lego,179.04
315,Electrónica Sony lQ53,Electrónica,Sony,483.69
316,Vestuario H&M iu13,Vestuario,H&M,110.59
317,Juguetes Hasbro Eo30,Juguetes,Hasbro,251.14
318,Hogar CIC ED60,Hogar,CIC,401.03
319,Juguetes Hasbro lL10,Juguetes,Hasbro,252.98
320,Electrónica Apple BI91,Electrónica,Apple,426.92
321,Electrónica Xiaomi ZX00,Electrónica,Xiaomi,1032.1
322,Electrónica Sony vV44,Electrónica,Sony,1137.8
323,Deportes Wilson Gq18,Deportes,Wilson,374.45
324,Electrónica Xiaomi RI65,Electrónica,Xiaomi,1250.0
325,Hogar IKEA zC61,Hogar,IKEA,134.55
326,Electrónica Sony WM66,Electrónica,Sony,749.94
327,Juguetes Mattel mM55,Juguetes,Mattel,26.07
328,Hogar Philips ly34,Hogar,Philips,43.65
329,Hogar Philips hr64,Hogar,Philips,39.31
330,Juguetes Mattel HT77,Juguetes,Mattel,81.28
331,Juguetes Mattel Tx33,Juguetes,Mattel,226.27
332,Hogar Rosen vI57,Hogar,Rosen,69.34
333,Hogar IKEA jH73,Hogar,IKEA,143.33
334,Juguetes Mattel hz75,Juguetes,Mattel,399.57
335,Juguetes Lego ji71,Juguetes,Lego,444.44
336,Deportes Spalding mM84,Deportes,Spalding,358.94
337,Electrónica Samsung zj97,Electrónica,Samsung,1151.54
338,Deportes Wilson IX75,Deportes,Wilson,266.92
339,Juguetes Mattel MY53,Juguetes,Mattel,314.9
340,Hogar Philips PV53,Hogar,Philips,168.63
341,Hogar Rosen AA45,Hogar,Rosen,259.85
342,Juguetes Lego Ne89,Juguetes,Lego,449.52
343,Hogar Philips kB37,Hogar,Philips,105.99
344,Vestuario H&M la38,Vestuario,H&M,96.01
345,Vestuario Adidas Es59,Vestuario,Adidas,102.94
346,Electrónica Apple is36,Electrónica,Apple,128.92
347,Deportes Spalding vt34,Deportes,Spalding,233.06
348,Electrónica Apple eB89,Electrónica,Apple,617.24
349,Juguetes Lego Fl71,Juguetes,Lego,458.6
350,Vestuario H&M vS37,Vestuario,H&M,72.89
351,Deportes Decathlon kp38,Deportes,Decathlon,488.06
352,Vestuario Nike De97,Vestuario,Nike,85.56
353,Electrónica Samsung Il37,Electrónica,Samsung,796.33
354,Hogar CIC dm21,Hogar,CIC,485.53
355,Deportes Spalding nn10,Deportes,Spalding,183.29
356,Hogar Rosen Gt41,Hogar,Rosen,216.19
357,Electrónica Apple Fl28,Electrónica,Apple,365.53
358,Deportes Decathlon uE78,Deportes,Decathlon,366.02
359,Hogar CIC mP35,Hogar,CIC,305.55
360,Deportes Decathlon bJ19,Deportes,Decathlon,96.92
361,Electrónica Samsung uk90,Electrónica,Samsung,527.94
362,Juguetes Mattel aD96,Juguetes,Mattel,72.67
363,Juguetes Lego yB13,Juguetes,Lego,210.2
364,Hogar IKEA Kf07,Hogar,IKEA,104.97
365,Juguetes Hasbro hU84,Juguetes,Hasbro,145.74
366,Electrónica Apple Uo14,Electrónica,Apple,1227.27
367,Deportes Spalding fr58,Deportes,Spalding,53.66
368,Vestuario H&M PM01,Vestuario,H&M,89.03
369,Deportes Wilson sN38,Deportes,Wilson,459.02
370,Vestuario H&M ZB37,Vestuario,H&M,61.54
371,Deportes Spalding VH44,Deportes,Spalding,190.73
372,Deportes Decathlon xf15,Deportes,Decathlon,176.38
373,Deportes Spalding pL72,Deportes,Spalding,361.08
374,Deportes Wilson jb78,Deportes,Wilson,186.65
375,Vestuario Adidas ih35,Vestuario,Adidas,102.29
376,Vestuario Nike uv52,Vestuario,Nike,81.44
377,Deportes Wilson UI16,Deportes,Wilson,258.59
378,Hogar Rosen ri44,Hogar,Rosen,303.73
379,Electrónica Samsung ld34,Electrónica,Samsung,334.14
380,Vestuario Nike yx41,Vestuario,Nike,119.79
381,Electrónica Samsung OE81,Electrónica,Samsung,907.55
382,Vestuario H&M AU18,Vestuario,H&M,32.57
383,Juguetes Lego FM56,Juguetes,Lego,371.65
384,Juguetes Hasbro Mo23,Juguetes,Hasbro,162.23
385,Hogar CIC Qv32,Hogar,CIC,20.9
386,Hogar CIC ro34,Hogar,CIC,456.1
387,Electrónica Xiaomi hy53,Electrónica,Xiaomi,1202.33
388,Electrónica Apple ta68,Electrónica,Apple,1325.92
389,Vestuario Nike pd83,Vestuario,Nike,92.3
390,Vestuario Nike Ir31,Vestuario,Nike,110.73
391,Vestuario H&M lG24,Vestuario,H&M,117.85
392,Deportes Wilson dv38,Deportes,Wilson,40.3
393,Hogar IKEA nh44,Hogar,IKEA,343.56
394,Electrónica Sony Lv67,Electrónica,Sony,378.7
395,Vestuario H&M Sr92,Vestuario,H&M,94.87
396,Deportes Wilson rT35,Deportes,Wilson,411.65
397,Vestuario H&M EK25,Vestuario,H&M,68.47
398,Hogar Rosen Pp05,Hogar,Rosen,357.64
399,Vestuario Zara rI57,Vestuario,Zara,108.57
400,Juguetes Lego eK21,Juguetes,Lego,358.41
401,Electrónica Sony Uz51,Electrónica,Sony,1094.07
402,Deportes Wilson cW83,Deportes,Wilson,60.63
403,Hogar CIC CE87,Hogar,CIC,207.53
404,Deportes Decathlon yh42,Deportes,Decathlon,22.81
405,Juguetes Mattel fB18,Juguetes,Mattel,112.65
406,Hogar CIC eN95,Hogar,CIC,181.29
407,Juguetes Hasbro ii22,Juguetes,Hasbro,468.42
408,Vestuario Zara SN84,Vestuario,Zara,102.67
409,Deportes Decathlon ee49,Deportes,Decathlon,448.8
410,Vestuario H&M sG53,Vestuario,H&M,68.92
411,Vestuario Zara ip65,Vestuario,Zara,36.11
412,Vestuario Adidas ev56,Vestuario,Adidas,83.95
413,Hogar Rosen NO98,Hogar,Rosen,214.12
414,Hogar Rosen cU11,Hogar,Rosen,266.74
415,Electrónica Sony lj69,Electrónica,Sony,1182.85
416,Electrónica Apple XN86,Electrónica,Apple,1232.59
417,Electrónica Sony ON96,Electrónica,Sony,1049.09
418,Electrónica Sony cf02,Electrónica,Sony,1428.45
419,Juguetes Mattel sz73,Juguetes,Mattel,360.03
420,Electrónica Apple qo38,Electrónica,Apple,1154.87
421,Hogar CIC mR80,Hogar,CIC,413.37
422,Hogar IKEA OJ33,Hogar,IKEA,219.07
423,Electrónica Samsung kv60,Electrónica,Samsung,273.79
424,Juguetes Lego le63,Juguetes,Lego,232.69
425,Deportes Decathlon kB96,Deportes,Decathlon,174.35
426,Hogar Philips EO16,Hogar,Philips,191.86
427,Juguetes Mattel ll03,Juguetes,Mattel,321.42
428,Electrónica Samsung Cs03,Electrónica,Samsung,435.86
429,Hogar IKEA fF46,Hogar,IKEA,56.15
430,Juguetes Mattel AR73,Juguetes,Mattel,315.1
431,Vestuario Zara Li01,Vestuario,Zara,18.89
432,Electrónica Sony Bt59,Electrónica,Sony,588.47
433,Electrónica Apple iN82,Electrónica,Apple,157.65
434,Electrónica Apple BB82,Electrónica,Apple,1261.3
435,Vestuario H&M mU01,Vestuario,H&M,86.38
436,Juguetes Mattel qq25,Juguetes,Mattel,328.62
437,Juguetes Mattel yS73,Juguetes,Mattel,166.51
438,Hogar IKEA gJ01,Hogar,IKEA,337.77
439,Electrónica Xiaomi CL85,Electrónica,Xiaomi,1011.96
440,Hogar IKEA Rj17,Hogar,IKEA,117.76
441,Vestuario Nike mc45,Vestuario,Nike,74.86
442,Electrónica Sony JQ44,Electrónica,Sony,764.11
443,Hogar Philips nr96,Hogar,Philips,330.54
444,Vestuario Nike cc43,Vestuario,Nike,20.23
445,Deportes Wilson ZA56,Deportes,Wilson,29.67
446,Deportes Decathlon zn67,Deportes,Decathlon,174.45
447,Juguetes Mattel nZ82,Juguetes,Mattel,493.69
448,Deportes Spalding yF86,Deportes,Spalding,96.39
449,Hogar Philips Qs54,Hogar,Philips,324.68
450,Juguetes Hasbro KP58,Juguetes,Hasbro,314.73
451,Hogar CIC Sv25,Hogar,CIC,374.12
452,Hogar CIC pw24,Hogar,CIC,324.08
453,Hogar IKEA hS64,Hogar,IKEA,378.48
454,Vestuario Nike dP67,Vestuario,Nike,70.08
455,Juguetes Hasbro KP00,Juguetes,Hasbro,338.04
456,Hogar CIC QN00,Hogar,CIC,144.74
457,Vestuario Nike zA91,Vestuario,Nike,17.73
458,Deportes Wilson rl96,Deportes,Wilson,359.55
459,Electrónica Samsung NH86,Electrónica,Samsung,787.47
460,Juguetes Lego BD68,Juguetes,Lego,496.71
461,Hogar Philips pV46,Hogar,Philips,312.21
462,Juguetes Hasbro bm15,Juguetes,Hasbro,471.28
463,Electrónica Apple TY13,Electrónica,Apple,1473.57
464,Vestuario Nike Vz68,Vestuario,Nike,90.32
465,Deportes Spalding DI86,Deportes,Spalding,357.35
466,Juguetes Hasbro mE89,Juguetes,Hasbro,309.55
467,Deportes Wilson Kz91,Deportes,Wilson,398.98
468,Juguetes Hasbro Cg60,Juguetes,Hasbro,39.07
469,Vestuario H&M Zu56,Vestuario,H&M,92.82
470,Juguetes Lego aL69,Juguetes,Lego,346.58
471,Deportes Spalding od75,Deportes,Spalding,408.52
472,Deportes Spalding DK08,Deportes,Spalding,188.71
473,Deportes Wilson aU38,Deportes,Wilson,124.6
474,Electrónica Xiaomi HW52,Electrónica,Xiaomi,1150.59
475,Hogar Rosen pO59,Hogar,Rosen,52.53
476,Deportes Decathlon OE58,Deportes,Decathlon,120.72
477,Deportes Decathlon JF61,Deportes,Decathlon,180.6
478,Juguetes Hasbro yw25,Juguetes,Hasbro,484.97
479,Juguetes Hasbro JH26,Juguetes,Hasbro,47.3
480,Hogar Rosen mI49,Hogar,Rosen,307.18
481,Deportes Spalding Dm00,Deportes,Spalding,287.71
482,Electrónica Sony fo14,Electrónica,Sony,1148.7
483,Electrónica Apple jq24,Electrónica,Apple,913.09
