id_transaccion,fecha_hora,id_usuario,id_producto,id_bodega,cantidad,precio_final_local,canal_venta,clics_previos,dias_demora_real
81,2025-12-14T14:29:14,3413,578,1512,5,1197901.07,Web,54,6
82,2025-02-14T05:25:46,2492,1946,322,1,1261200.0,Web,8,5
83,2026-03-28T21:02:17,4189,990,676,3,1717.47,Web,55,2
84,2025-12-06T12:49:55,707,3912,1831,5,971.56,App,26,5
85,2025-02-12T12:15:41,964,1095,1501,2,5309.53,App,26,2
86,2026-05-15T13:14:05,9499,3937,1126,1,398353.2,Web,2,4
87,2025-12-13T02:50:23,1300,101,124,5,740469.25,App,55,7
88,2025-08-28T18:24:52,2963,948,634,2,1293702.0,App,19,5
89,2025-01-12T04:31:40,3960,3261,267,1,187370.2,Web,8,2
90,2025-03-17T00:59:50,8487,3226,585,4,444.65,App,59,6
91,2025-02-19T15:20:55,33,529,574,1,66580.2,Web,3,3
92,2024-12-19T13:21:17,7428,3686,1043,3,4040643.87,App,47,7
93,2025-03-22T13:00:04,7345,3504,824,1,109360.0,Web,1,3
94,2025-01-01T10:28:31,2063,2689,1038,5,1308433.25,App,60,5
95,2026-02-17T22:26:31,398,1374,726,4,192397.22,Web,60,5
96,2025-01-04T07:56:03,3847,3915,1692,5,994381.09,App,33,6
97,2025-08-24T17:33:34,656,4840,263,4,9749541.03,App,60,6
98,2025-06-09T18:24:02,7797,396,1047,4,4695566.61,App,58,4
99,2026-02-22T07:57:37,5975,550,1275,2,5626.15,App,49,3
100,2025-02-27T18:37:01,1881,2030,1715,5,6434.7,App,37,9
101,2025-06-07T08:23:15,1997,1707,29,1,130641.2,Web,3,1
102,2025-08-29T11:03:06,5219,131,1041,1,379487.4,Web,8,4
103,2025-08-05T08:32:45,5203,231,1325,3,1064265.63,Web,55,3
104,2026-05-20T15:42:47,1716,2610,1236,2,151.89,App,40,3
105,2026-01-12T16:10:10,9167,3386,1274,1,76516.0,Web,7,2
106,2025-12-04T21:20:54,3048,3797,1017,1,59398.6,Web,3,5
107,2025-11-18T01:00:06,7793,3019,146,1,95137.4,Web,1,7
108,2026-01-05T09:42:05,2925,117,1581,1,249043.6,Web,4,5
109,2025-04-25T09:43:53,4406,1200,450,4,11139022.43,App,42,4
110,2025-05-07T02:11:46,3846,1833,592,3,12561205.07,App,22,5
111,2026-04-06T09:36:04,27,3669,1774,1,4638840.0,Web,6,4
112,2025-12-13T12:15:16,225,215,1056,5,6048175.86,Web,35,7
113,2026-04-14T06:51:46,4646,979,196,1,209488.4,Web,7,5
114,2026-05-18T07:13:30,9660,6,1168,2,2401031.79,Web,25,1
115,2025-02-12T09:50:37,4507,771,1275,1,58.24,Web,3,4
116,2025-04-21T10:31:24,1837,3910,15,3,208516.93,App,53,3
117,2025-07-02T23:15:35,8939,982,1468,5,98760.74,Web,59,3
118,2025-08-23T16:46:06,2288,3765,668,1,453480.0,Web,6,3
119,2026-06-05T21:41:18,6121,4002,564,1,1082560.0,Web,5,5
120,2025-12-16T01:33:26,2192,4429,1008,2,232.84,App,54,2
121,2025-12-08T22:33:33,2751,1374,1574,1,59060.2,Web,8,4
122,2025-10-25T03:42:09,858,828,1678,1,77000.0,Web,3,5
123,2025-01-17T07:50:51,8769,1358,1217,1,5569000.0,Web,4,5
124,2025-03-20T12:52:24,1041,1125,425,1,41595.0,Web,2,1
125,2025-07-14T04:07:20,5865,1817,1829,2,1994340.64,App,27,1
126,2025-06-23T21:53:11,8034,3301,1810,1,292.54,Web,5,5
127,2026-04-22T12:04:49,2111,2761,811,1,1321280.0,Web,3,4
128,2025-07-20T11:44:52,6968,1386,235,4,10771.9,Web,47,8
129,2025-12-23T02:59:35,5279,3862,1889,5,1036.75,Web,40,9
130,2025-08-18T23:27:05,8666,4047,923,2,122.36,Web,31,1
131,2025-12-18T16:03:38,7089,2182,481,5,1409578.44,App,37,6
132,2025-12-03T17:14:55,7486,152,1114,1,1274.81,Web,7,5
133,2025-05-26T22:36:06,303,2387,999,1,55507.0,Web,5,5
134,2025-01-05T01:14:32,7344,1251,353,1,1505223.66,App,24,3
135,2026-04-25T15:17:10,7281,4981,51,3,609347.47,App,36,6
136,2026-06-13T04:15:01,768,3548,1822,1,1321.39,Web,5,2
137,2026-05-09T01:48:40,6339,1759,944,5,8897517.95,Web,43,8
138,2025-04-10T12:12:18,4710,3610,1186,2,1817.35,App,22,4
139,2025-06-08T02:54:48,7782,3307,1332,1,234960.0,Web,3,6
140,2025-07-22T19:47:12,7874,1149,1490,3,998876.77,App,58,2
141,2025-07-25T01:32:48,8857,3628,563,1,3820.88,Web,5,6
142,2025-09-24T10:06:35,2794,4059,821,3,4560.49,App,35,4
143,2025-07-23T18:26:18,9419,170,1428,1,856.35,Web,6,1
144,2025-11-29T10:20:33,4979,4361,892,1,1302003.4,Web,5,6
145,2025-03-31T13:44:02,8314,4417,20,2,344.12,App,57,1
146,2025-11-06T20:18:12,8739,2806,106,5,5650706.3,Web,28,5
147,2025-04-18T22:06:14,4498,3834,1416,1,1698960.0,Web,1,4
148,2025-11-18T10:33:48,945,1669,959,3,11704.38,App,42,2
149,2025-04-16T10:59:13,5317,3138,1120,4,1852958.61,App,45,6
150,2025-08-27T21:51:08,2455,2298,1082,1,612320.0,Web,7,5
151,2025-09-20T23:25:41,8350,4751,1867,4,2324873.44,Web,28,7
152,2026-05-20T00:16:36,8913,2305,534,1,184559.6,Web,2,3
153,2025-07-14T02:44:03,2700,3475,380,5,1372002.3,Web,28,6
154,2026-04-18T17:20:10,8999,1832,727,5,6550.61,Web,55,7
155,2025-12-27T10:09:15,1951,4802,1370,1,59755.8,Web,5,1
156,2025-01-14T08:16:58,3396,4672,329,3,3290952.48,App,58,3
157,2026-03-10T09:32:12,5427,3083,735,3,1048565.79,App,45,6
158,2025-06-11T03:44:04,1904,1743,914,4,476206.21,App,48,1
159,2025-04-20T00:55:26,4022,3467,279,5,6361445.35,Web,45,7
160,2025-04-02T22:30:23,7149,404,1943,5,85083.43,Web,33,4
161,2025-01-21T23:13:13,4525,3907,427,1,158840.0,Web,2,4
162,2025-06-05T16:18:37,5638,1732,1076,2,2060028.35,App,16,7
163,2026-04-16T08:37:38,7868,3665,91,1,599200.0,Web,6,4
164,2025-11-18T22:24:39,8575,225,858,1,1825.91,Web,2,1
165,2025-01-29T02:53:12,4266,4416,579,1,91760.0,Web,3,3
166,2026-03-14T07:37:49,6616,1862,1005,1,1757.21,Web,4,2
167,2025-05-06T04:49:28,1116,1879,1383,1,1863200.0,Web,7,3
168,2025-01-31T18:14:14,203,1831,603,1,1782.98,Web,2,2
169,2025-06-23T22:20:13,3981,2938,1844,1,34460.4,Web,6,4
170,2025-01-03T11:30:28,819,2162,175,1,433161.4,Web,2,3
171,2025-02-27T15:42:55,8327,3437,91,1,773480.0,Web,4,2
172,2026-03-15T04:20:39,5144,4228,500,3,2873.65,Web,27,4
173,2026-02-08T14:50:02,5370,3301,732,1,292.54,Web,5,1
174,2025-07-05T14:40:13,4557,4065,1579,3,128910.68,App,56,3
175,2025-06-28T14:22:34,8818,687,1772,2,83450.02,App,29,3
176,2026-02-26T01:42:27,9512,13,1368,5,3830.61,App,57,7
177,2025-07-25T21:24:12,2078,2180,911,2,3327103.57,App,37,1
178,2026-03-17T15:25:19,922,2640,776,5,3041345.78,Web,34,6
179,2025-07-29T02:03:42,2952,194,1901,5,3429.25,App,48,6
180,2025-03-19T06:47:30,3501,4744,431,1,48917.6,Web,7,1
181,2025-11-25T18:53:44,3618,3677,304,2,2174910.11,App,15,5
182,2025-10-06T22:07:46,7726,874,1761,3,2680370.65,App,45,5
183,2026-04-30T14:35:05,9808,4068,381,2,103864.53,App,21,4
184,2025-12-19T00:00:08,8297,46,1622,4,18147681.92,App,56,8
185,2025-06-09T17:52:48,7466,2893,1180,5,404.75,Web,24,5
186,2026-02-27T15:38:53,1214,3385,870,1,1405911.0,Web,8,2
187,2025-09-10T17:13:04,2440,2468,27,5,7818782.22,Web,59,7
188,2024-12-21T08:29:48,2781,155,1491,4,5036.46,App,45,5
189,2026-02-25T10:50:22,2431,441,615,1,70368.4,Web,1,6
190,2026-04-27T11:22:14,6496,598,1747,1,397640.0,Web,4,1
191,2025-03-24T18:23:22,8613,1267,1187,5,1152.52,Web,36,7
192,2025-10-08T07:49:23,4106,1064,756,1,5002.65,App,29,5
193,2025-06-22T15:30:38,7539,3271,1461,1,31527.6,Web,1,1
194,2025-03-23T12:41:25,6054,4528,1358,1,359760.0,Web,6,1
195,2026-01-27T15:17:43,3815,1541,1770,4,908196.13,App,35,2
196,2026-01-30T04:43:37,8753,4101,686,4,2181.99,App,31,1
197,2025-09-27T22:27:29,6241,4893,851,1,777.15,Web,8,4
198,2025-04-16T12:56:01,8271,3432,217,1,786520.0,Web,4,1
199,2025-09-21T20:20:55,8560,1474,349,2,506576.78,Web,50,3
200,2026-01-08T02:20:41,5796,735,1157,1,405544.2,Web,1,6
201,2025-02-25T03:28:24,8887,4052,541,1,297.67,Web,4,1
202,2025-07-07T14:44:50,749,1261,253,4,4192062.9,App,25,4
203,2025-05-05T08:51:16,2753,3836,736,4,2285194.09,App,29,2
204,2026-04-19T06:56:34,4441,4287,369,1,298873.0,Web,7,4
205,2025-09-30T12:16:51,3825,4561,700,1,243648.0,Web,8,3
206,2025-08-09T04:16:47,9360,579,1345,1,488.25,Web,4,2
207,2026-01-13T07:25:23,1427,1437,540,2,2740.85,App,45,4
208,2026-05-28T22:42:11,6642,422,1993,1,876280.0,Web,1,4
209,2025-08-18T23:04:28,8847,3581,316,1,2646.98,Web,7,1
210,2025-07-14T08:04:59,7971,580,141,1,457880.0,Web,6,5
211,2025-08-07T13:38:54,9266,2930,658,1,2643.41,Web,8,3
212,2025-12-04T06:03:45,8506,1969,513,5,2063.88,Web,41,4
213,2025-12-15T10:55:18,4270,2989,405,3,624185.2,Web,54,2
214,2026-01-11T15:25:17,4599,3034,1955,1,391745.0,Web,4,3
215,2025-08-27T00:31:10,6066,2122,1497,4,383.54,Web,46,9
216,2026-04-06T01:49:30,7400,2674,629,1,320.14,Web,7,4
217,2025-07-13T11:25:38,4060,195,1768,4,793531.15,App,21,5
218,2026-02-02T07:56:29,664,3296,1460,3,1185981.04,App,51,4
219,2025-08-10T03:58:00,5596,2728,1564,2,292.17,App,53,6
220,2025-04-06T04:16:16,4971,2207,981,1,29901.4,Web,2,1
221,2025-11-11T15:09:31,7835,890,631,2,6881.91,App,22,7
222,2025-05-18T06:09:31,9167,1116,1197,1,232443.2,Web,4,3
223,2026-03-10T09:46:27,1617,3560,1009,5,345089.47,App,47,5
224,2025-03-09T13:15:39,6978,4866,238,3,2596776.26,Web,51,4
225,2025-11-12T00:38:31,4801,2132,1609,4,3176.54,Web,49,7
226,2026-03-18T15:49:44,6303,3982,1332,1,87760.0,Web,5,2
227,2025-10-24T02:57:46,1511,4173,1244,3,2345329.37,App,25,1
228,2025-11-09T12:19:08,7697,3466,508,1,832719.42,App,15,1
229,2025-10-01T19:08:49,2010,3150,1414,2,6305.6,App,15,1
230,2026-03-04T09:19:39,7059,4430,595,4,1162647.74,App,56,6
231,2025-01-03T14:00:28,2107,4829,1225,1,427.28,Web,3,4
232,2026-01-29T08:26:32,4873,4248,415,2,2052081.07,Web,56,1
233,2025-10-24T15:31:32,3686,2066,1011,1,95851.8,Web,4,2
234,2025-08-02T18:45:13,9049,1211,477,4,5005562.55,App,46,3
235,2025-05-05T20:45:25,1958,1590,882,1,1882960.0,Web,4,5
236,2026-01-01T20:01:26,8570,1480,805,1,345374.8,Web,6,2
237,2026-04-22T06:35:38,5716,2468,61,5,6746.35,Web,52,5
238,2025-08-14T08:43:08,15,3137,1625,1,500.1,Web,8,4
239,2025-10-17T00:22:26,9153,4178,938,1,308320.0,Web,7,3
240,2025-06-28T05:49:22,1278,4078,1667,4,1665.58,Web,20,3
241,2025-06-11T23:49:33,3009,2958,1505,1,51474.4,Web,7,2
242,2025-12-05T09:34:44,1005,966,660,1,1406.7,Web,6,2
243,2025-07-13T21:48:15,2168,3625,1068,1,5120.18,Web,7,1
244,2026-05-23T17:24:35,6162,4247,873,1,1836480.0,Web,1,1
245,2025-09-01T22:10:23,4086,4649,1124,5,1527938.53,Web,36,4
246,2026-01-13T18:57:49,2453,2342,1115,4,1433009.94,App,59,2
247,2026-06-16T04:12:02,543,2,232,1,1195304.0,Web,4,3
248,2026-03-06T02:03:23,6797,1824,784,5,1367784.57,App,52,4
249,2025-05-24T02:53:22,3449,3786,1676,1,588712.6,Web,4,4
250,2025-07-05T18:55:01,1108,3771,1444,3,2919107.05,Web,23,2
251,2025-05-21T08:07:04,7452,3961,1728,2,174.88,Web,28,3
252,2026-04-27T06:18:10,3683,4063,1706,3,373.72,App,59,5
253,2025-08-16T05:57:05,9135,1748,1073,1,1563.26,Web,4,2
254,2025-11-29T15:44:13,8139,2986,1258,2,657072.11,Web,49,3
255,2025-07-09T05:36:29,7793,828,1559,1,18095.0,Web,8,5
256,2025-10-15T16:37:34,2532,4878,1344,1,385360.0,Web,6,4
257,2026-02-10T00:42:40,6236,1949,1336,1,733080.0,Web,8,4
258,2025-02-12T15:31:21,6733,2040,1544,2,1460.47,App,58,3
259,2026-02-27T21:09:20,5713,4962,656,2,133097.59,App,22,4
260,2025-07-09T14:22:33,310,537,1590,2,4920976.58,App,32,4
261,2024-12-31T06:33:38,5611,2382,1039,3,2393.75,Web,27,2
262,2026-02-08T08:49:30,506,1472,1267,1,74137.8,Web,3,1
263,2024-12-31T08:06:30,8252,4394,1643,4,1238239.0,Web,54,6
264,2025-10-02T13:07:09,5129,2828,706,1,1713320.0,Web,7,3
265,2025-12-24T16:49:05,9427,3004,521,1,1274.36,Web,1,3
266,2025-07-27T18:42:54,5309,84,1256,2,66.59,App,20,5
267,2025-10-09T20:05:16,7227,3027,870,1,342998.87,App,20,4
268,2026-03-12T18:04:59,3501,1112,1349,1,435586.6,Web,7,6
269,2025-10-17T12:41:45,5999,3668,294,1,410949.2,Web,4,1
270,2025-04-01T21:50:55,3499,3950,91,1,157600.0,Web,3,3
271,2026-03-11T16:46:47,5675,3716,995,5,15886954.15,App,22,3
272,2025-01-16T05:08:52,4252,4062,993,1,227.7,Web,6,1
273,2026-04-29T09:25:38,8203,2734,1548,4,960711.85,Web,58,6
274,2025-01-11T08:22:22,1481,2556,1110,1,88303.6,Web,1,2
275,2025-11-07T18:58:05,7076,3182,1177,3,2630.77,Web,42,3
276,2025-04-22T09:11:34,7619,3997,373,3,822466.51,Web,49,2
277,2025-09-24T08:18:56,6828,3978,1496,3,138357.71,Web,34,1
278,2025-03-29T11:35:43,9244,273,1036,4,10714.09,Web,38,1
279,2026-02-24T12:58:11,642,1910,1108,1,354.15,Web,4,5
280,2025-11-21T04:12:01,7517,502,120,3,541226.32,App,31,1
281,2026-06-10T14:13:23,7695,2182,1254,3,787677.86,App,40,3
282,2025-11-25T11:54:02,7196,415,1762,2,9428552.39,App,23,4
283,2025-07-28T11:18:05,3622,566,944,5,1019188.12,App,54,6
284,2026-05-21T06:30:33,4931,876,1944,2,5317182.75,App,49,4
285,2025-01-09T07:01:40,3168,1455,541,3,137.16,Web,36,3
286,2025-03-27T00:52:14,1833,3788,1844,2,234149.07,App,36,2
287,2025-12-26T21:19:20,7552,2686,1933,3,1621.34,App,38,4
288,2025-11-28T02:42:23,8251,4859,1481,4,1521.73,Web,45,4
289,2025-08-11T12:48:25,211,1705,895,1,737480.0,Web,5,3
290,2025-08-04T10:38:58,5481,3304,1907,5,276840.63,Web,39,5
291,2026-05-28T02:00:24,2908,2490,1387,1,581400.0,Web,7,4
292,2026-04-23T20:21:56,2629,3689,328,1,158352.4,Web,1,5
293,2026-04-19T09:04:22,4063,4230,393,4,843436.4,App,22,7
294,2025-01-30T04:41:55,8903,1599,1966,4,133584.75,Web,27,7
295,2026-04-01T19:50:48,1524,2620,980,4,1364440.24,App,34,8
296,2025-11-27T15:58:00,4255,1353,1161,2,7920.87,App,24,3
297,2025-07-22T07:28:31,4552,1034,391,1,105374.0,Web,1,2
298,2025-11-13T11:25:45,2362,4512,1880,1,396586.0,Web,5,3
299,2025-06-14T20:02:21,1539,3062,388,3,1397.12,Web,51,4
300,2026-03-23T16:44:04,7738,2952,832,3,315.64,Web,28,2
301,2026-06-12T05:53:07,8931,4704,95,4,879586.01,App,27,6
302,2025-08-21T06:37:55,48,3178,546,1,388060.2,Web,5,4
303,2025-07-07T07:32:28,1916,3161,1424,1,290.47,Web,6,4
304,2025-09-21T23:06:37,714,957,1894,3,2223459.1,Web,41,4
305,2026-05-08T04:48:36,5835,2946,1053,1,1318499.3,App,40,3
306,2025-01-08T05:32:37,4471,4430,398,1,394280.0,Web,1,3
307,2025-02-25T22:02:43,5695,612,552,1,737.18,Web,1,2
308,2025-10-18T02:30:57,7915,2043,1002,1,77.55,Web,3,2
309,2026-05-06T12:41:35,6266,2682,262,1,1546.88,Web,8,4
310,2026-04-08T18:44:30,6096,188,567,1,81469.8,Web,4,6
311,2025-09-01T22:32:42,1434,2750,24,1,260.51,Web,1,4
312,2025-04-14T22:41:20,5385,2288,1972,5,1028.02,App,34,4
313,2025-03-21T11:01:52,248,2567,1780,4,973.32,App,51,6
314,2025-02-18T00:09:41,7709,355,1961,3,1669194.15,Web,34,4
315,2025-04-17T10:40:02,6347,251,1714,1,277685.4,Web,1,4
316,2026-02-08T09:14:04,9284,3133,1399,2,3971250.89,App,25,1
317,2025-11-06T15:12:13,427,4861,800,3,2407.23,Web,39,7
318,2025-07-03T11:33:22,7847,4791,1778,3,331430.58,Web,51,5
319,2025-03-08T23:46:40,5344,4047,653,2,148272.3,Web,41,3
320,2026-04-05T01:33:38,5459,4775,1411,5,6013059.4,Web,53,5
321,2026-03-06T17:11:38,9253,142,1522,1,57.75,Web,4,3
322,2025-05-26T09:45:59,6841,3338,900,3,1600488.0,App,29,5
323,2026-05-11T09:44:29,9161,1744,1335,1,1446.38,Web,1,4
324,2026-02-17T12:15:41,9656,1713,1761,1,346982.2,Web,6,4
325,2026-01-27T21:26:09,505,4174,841,1,93078.8,Web,8,1
326,2025-02-15T01:02:44,5758,3654,1577,4,630172.99,App,45,8
327,2025-10-07T08:14:20,153,917,446,1,1106720.0,Web,1,2
328,2025-04-04T09:55:15,8593,4745,1925,1,15190.4,Web,7,2
329,2025-09-25T20:56:02,5675,4432,1730,5,1172610.67,App,58,4
330,2025-07-06T05:21:57,6742,4746,1089,3,2370.88,App,47,4
331,2025-05-10T08:09:19,7375,2826,1915,1,372.56,Web,6,4
332,2025-08-23T19:51:55,6303,3406,1162,1,936000.0,Web,1,7
333,2025-06-30T09:42:09,8524,2531,586,1,223203.0,Web,5,5
334,2025-03-30T20:42:45,5291,4053,362,1,1790680.0,Web,2,7
335,2025-01-06T10:43:14,3619,3060,1369,5,4806097.98,Web,20,4
336,2025-02-22T01:35:16,5649,2587,1224,2,3749.33,App,44,4
337,2025-02-13T17:09:50,4496,2325,1115,5,231532.77,App,37,3
338,2025-01-24T19:19:32,6455,995,213,1,138875.6,Web,3,5
339,2025-10-27T02:25:52,599,2230,10,1,99680.0,Web,2,1
340,2025-11-22T11:06:15,6435,4626,1093,2,441134.74,Web,25,4
341,2026-04-18T20:27:59,8648,2047,1146,2,343356.64,App,30,2
342,2025-02-15T08:19:46,8029,1381,284,2,498312.97,App,31,2
343,2025-08-15T06:16:07,8136,3958,1587,5,2293.82,App,44,5
344,2025-05-21T13:14:50,889,2063,492,1,1769840.0,Web,2,2
345,2026-03-19T16:16:27,1358,1874,552,5,5240.4,Web,32,6
346,2025-09-05T23:35:12,6835,987,1373,1,226182.8,Web,4,4
347,2025-04-12T01:54:27,1501,1315,619,4,1038550.96,App,36,4
348,2025-12-21T23:14:40,5657,3800,1090,1,673.91,Web,5,4
349,2024-12-23T05:45:18,6996,1291,319,1,2286000.0,Web,1,5
350,2026-02-25T09:50:43,9723,4533,1061,1,416.48,Web,3,4
351,2026-04-03T13:34:15,4174,1003,1440,2,1918688.74,App,31,3
352,2025-01-24T03:11:26,8230,3184,541,1,1530.56,Web,8,2
353,2025-05-04T08:31:02,4960,966,967,1,352612.8,Web,1,2
354,2025-09-28T02:26:05,3949,4048,1027,1,991.95,Web,1,6
355,2026-02-04T09:19:21,795,1183,1600,3,3800266.86,Web,60,3
356,2026-05-06T11:37:08,7725,4083,1794,5,1389778.6,App,29,7
357,2025-11-11T05:51:51,9129,3831,1336,1,2017840.0,Web,3,4
358,2025-01-29T17:56:28,6888,1913,321,2,173267.18,Web,37,4
359,2025-08-21T16:31:28,9510,2436,1938,1,1114800.0,Web,4,1
360,2025-08-02T13:15:39,8689,3566,483,4,119544.91,App,53,4
361,2025-07-01T02:20:09,9458,263,1375,1,184.35,Web,2,2
362,2026-05-27T00:49:26,7811,2799,907,5,1417074.4,App,21,6
363,2025-10-07T17:41:32,9163,4540,1381,1,142560.0,Web,5,2
364,2026-04-11T18:36:13,5318,3280,22,1,695.48,Web,6,4
365,2025-05-23T18:01:39,2028,606,947,4,3090457.14,Web,39,7
366,2025-10-01T05:10:18,4616,1909,1825,1,464942.8,Web,8,4
367,2026-01-25T08:23:00,4695,2474,635,1,133.99,Web,5,5
368,2025-11-28T06:59:53,2723,821,413,1,101031.2,Web,1,2
369,2026-03-20T20:14:25,2437,2535,1409,4,2474.35,App,29,8
370,2026-01-29T01:56:34,7781,1515,51,3,460063.27,Web,28,5
371,2025-07-02T14:47:42,1535,418,1395,3,13198295.43,Web,48,1
372,2026-04-27T09:45:52,796,2855,892,1,209779.8,Web,6,4
373,2026-04-17T20:40:30,7602,4012,291,2,1644406.39,App,16,1
374,2025-07-31T08:57:25,6811,1385,610,5,5818018.39,App,55,6
