id_usuario,recencia,frecuencia,valor_monetario,tasa_abandonos,cluster,pca_1,pca_2
171,131,9,12198.650000000001,0.5742950532895977,1,3.062002218837471,0.7066113917478511
172,116,7,3226.26,0.11161148024949931,2,0.5738772481618424,-1.6650328627372775
173,36,7,2899.99,0.45846514080949674,2,0.8896316169582116,0.05123945654289145
174,187,1,68.29,0.2585470426385566,3,-2.2698244466747846,-0.9410951653397884
175,255,3,1442.18,0.551620953286615,3,-1.7202475753843534,0.5221564350603363
176,7,9,6477.530000000001,0.22205650030349403,1,2.4285726662775087,-1.0981995818557566
177,1,3,1080.3600000000001,0.5836564166717262,0,-0.5327383231523058,0.6686193530629544
178,5,8,8596.630000000001,0.37071474241037616,1,2.604271347762975,-0.3377954619846188
179,128,6,7191.9,0.7557109921157142,1,1.071133912441858,1.5723555444530588
180,152,2,268.24,0.1962646609021953,2,-1.7510417264202642,-1.2531789443295829
181,3,5,5303.87,0.338746445735181,2,0.9944480896012117,-0.5160887408164688
182,19,8,3187.64,0.17943146486841238,2,1.345197042928944,-1.335575359832866
183,268,2,985.13,0.747285532794994,3,-2.1904732374347655,1.4933714835913319
184,38,4,6117.97,0.7141375473666868,0,0.6892696264089372,1.3596997106845299
185,100,4,1633.96,0.28055913940060895,2,-0.5969218398344182,-0.8310162875172249
186,271,5,3132.77,0.5619888322239254,3,-0.831446139349699,0.582688851434838
187,90,8,3369.91,0.6720555401408511,0,1.0143053697032431,1.1145762583031629
188,152,1,980.05,0.48864056811962364,3,-1.9012337986371262,0.20822875052583067
189,51,5,1799.1299999999999,0.47075540484920453,0,-0.024404462683280274,0.10964134660486181
190,252,2,1214.48,0.2692966036303162,3,-2.043779493268482,-0.878396446460885
191,33,2,199.25,0.16517193746412945,2,-1.1709175441399335,-1.4125539655354618
192,64,5,3616.43,0.7280510305673288,0,0.3037007310008272,1.403921545242623
193,58,11,4299.81,0.7302926400143314,1,2.270770383294021,1.4008296059275054
194,190,4,752.75,0.5431710200912876,3,-1.250033264308642,0.4682642860148746
195,30,3,961.99,0.3373208537340905,2,-0.6954468891222241,-0.5544444544599697
196,267,2,2796.06,0.34444670222886264,3,-1.7716350118434994,-0.49052049642188744
197,123,5,2198.07,0.6081689752091676,0,-0.30044175016680946,0.798137595976164
198,378,1,233.62,0.727977181966804,3,-3.203001141809672,1.3981608362568065
199,150,9,14910.289999999999,0.7209604969855822,1,3.5615482597600066,1.4598578695842217
200,163,3,970.55,0.6459128821003367,0,-1.3681898853659844,0.9827007561797995
201,18,7,3540.4900000000002,0.5494221523080015,0,1.1180430054706072,0.5079338210941573
202,39,4,3040.2599999999998,0.1588979754965342,2,0.022673991784767984,-1.4246881004889027
203,76,3,628.72,0.21314009986622967,2,-0.9946721183511688,-1.1723075978743502
204,167,5,4057.34,0.7289879319689555,0,-0.11329045144818825,1.4163219583535183
205,43,4,1374.51,0.524500341761713,0,-0.3778035921814657,0.3757368895729028
206,239,6,1443.93,0.10643793613164076,2,-0.7319032629847175,-1.6988402987201432
207,16,3,252.72,0.1710300800062225,2,-0.7767042861663439,-1.386969544943852
208,25,6,820.1899999999999,0.5644512383756392,0,0.18359946946560574,0.5617436169813941
209,17,6,6012.32,0.10354310869235309,2,1.3867262706465235,-1.6803649885846597
210,16,7,2947.65,0.2125656359922491,2,1.0083301899475083,-1.169971610373438
211,31,9,4096.07,0.4841136525566103,1,1.7734944605144138,0.18242832714749171
212,145,7,1156.59,0.5843266383848853,0,-0.044346034069595607,0.664505705580864
213,128,6,2863.66,0.5563728816518204,0,0.12113833141162071,0.5437712992603818
214,33,9,5361.9,0.25698851662239186,1,2.050947313691107,-0.9338203222700918
216,96,6,3443.73,0.5985254549432751,0,0.40775598463424545,0.7570915340808307
217,86,5,3219.16,0.26607436124776007,2,0.1215636009670561,-0.8925725504547402
218,25,6,3517.65,0.32777978871148744,2,0.7878069134990309,-0.5891227543958358
219,99,6,7370.01,0.622543983582617,1,1.2598213964419254,0.9117069050473117
220,423,4,674.5,0.5547430293330503,3,-2.4314012880507345,0.5335907521133911
221,29,5,3434.05,0.6944563873459246,0,0.43932068917264117,1.234197158889569
222,19,8,6366.9400000000005,0.5603290246102404,1,2.0351219559746183,0.5841447531476756
223,32,8,3521.88,0.49781602233483013,1,1.3434334209184293,0.24869882653870753
224,63,2,441.04999999999995,0.16557233747966474,2,-1.2673143810047416,-1.407291100538232
225,72,8,5053.57,0.3574010621416035,1,1.4869476545161406,-0.4332443145868403
226,109,4,2714.5699999999997,0.2856416573772078,2,-0.4031861918735635,-0.7957479975736379
227,51,5,5796.38,0.27079275036535855,2,0.8658702851597824,-0.8472939939232588
228,8,6,1171.01,0.7811073883267119,0,0.33875518695460616,1.6399762737507084
229,34,4,3269.08,0.3751684072667323,2,0.09094392675222117,-0.3490243709476087
230,11,2,541.4200000000001,0.7244325886239793,0,-1.0042341982173373,1.3664651441347393
231,18,4,425.67999999999995,0.5417970381980841,0,-0.46325463226389435,0.45217693627955113
232,29,7,2607.48,0.6563679124791539,0,0.8532747806413639,1.0309525412630411
233,49,7,1484.71,0.4518459651736345,2,0.5120973389531851,0.006146285377584744
234,100,6,1157.47,0.5038327192384514,0,-0.11438426399488272,0.2665576396880841
235,75,5,4953.76,0.4447623856732048,2,0.5538991685839031,0.009791448709981164
236,219,4,1450.76,0.23667009145863116,3,-1.2302656876023563,-1.0461936957174445
237,104,5,2603.4900000000002,0.6057164806830537,0,-0.1158534429369566,0.7889017528364556
238,197,6,6821.87,0.29654065370859906,1,0.6601891994306075,-0.708231003136187
239,208,1,1084.02,0.1170211765020177,3,-2.1454270173950634,-1.6338856389014773
240,38,5,5478.91,0.5518306071350175,0,0.8511640701546825,0.5447439754064161
241,6,5,1070.91,0.22397747558493428,2,0.04768336216092661,-1.123817218438054
242,44,6,3073.7200000000003,0.75832100904704,0,0.5802969072283674,1.545248778925219
243,50,6,6133.34,0.7677500039018113,0,1.2263056146234006,1.6197555463663782
244,30,4,4177.9,0.740405073154314,0,0.29951110379647317,1.4724061182910138
245,34,4,6173.95,0.35911109017881115,2,0.7335709505723524,-0.40266857473383455
246,179,4,1025.19,0.1108196315702072,2,-1.120322883561707,-1.6763401641992268
247,3,7,5879.12,0.7498229938114078,1,1.7031386525206653,1.5233790736379051
248,35,5,3196.0299999999997,0.3997289038221201,2,0.366663735911151,-0.23105547338135046
249,87,9,3071.06,0.7766583733305688,0,1.2573979499294954,1.6277847578097642
250,5,5,3149.66,0.7745339839624771,0,0.49362855112141096,1.6283498650964527
251,75,3,682.05,0.6971066188271521,0,-0.9941802012215629,1.231051849491841
252,66,6,3163.8599999999997,0.30611422444871,2,0.5055670324609548,-0.6983611869236311
253,148,5,2089.46,0.36956841002134766,2,-0.44127596845572925,-0.3865811236378884
254,114,3,1642.06,0.6957956700617999,0,-0.9767168634842606,1.234597342287001
255,126,3,4281.700000000001,0.3218454036093944,2,-0.44060114471118084,-0.5979426470940361
256,17,6,1785.75,0.21864492268026475,2,0.4486195262779785,-1.146826801925538
257,73,1,1304.97,0.48976088372084514,0,-1.4348986332588947,0.21380156915654333
258,124,5,3844.02,0.7553083419125467,0,0.053428599787847676,1.5435065803005459
259,112,7,5722.450000000001,0.5872208576724811,1,1.129598287014356,0.7186556186363527
260,34,10,8439.83,0.49904281906255554,1,3.015832434487223,0.2923067938900191
261,248,5,6693.74,0.16802354563953797,2,0.08379424987110902,-1.3422424532545825
262,79,8,2889.1099999999997,0.5305050586894189,0,0.9677327193572121,0.40704961691196734
263,40,5,1544.1100000000001,0.7930376950729844,0,-0.036683839882466866,1.70709423856936
264,114,7,6342.12,0.19805881066556685,1,1.2696794388615702,-1.2079157146774993
265,30,4,4005.15,0.4628307566546157,0,0.27066998750222976,0.09268504545345059
266,4,11,3959.83,0.7141611503495688,1,2.4658594941971796,1.31569650924549
267,124,4,996.19,0.6185380324279431,0,-0.869133905671164,0.8422223673274871
268,204,6,1795.81,0.5879110186966876,0,-0.4955288182975545,0.6935685647651502
269,182,7,4869.41,0.5917388587909765,1,0.5912878701189876,0.7360044689879202
270,6,6,2054.68,0.3516438058538286,2,0.5585242933820628,-0.48447103214262005
271,158,2,1100.84,0.3055142909851454,3,-1.600648948384626,-0.7030529779440302
272,13,5,3423.2,0.6665528088349596,0,0.5177711790899676,1.0949683778549606
273,101,5,1036.13,0.6670793762754266,0,-0.44938194637735507,1.0793887155393502
274,75,6,2034.67,0.7069506230060726,0,0.19753186964048283,1.282003939370235
275,74,2,763.4200000000001,0.73926838678953,0,-1.2703068554688568,1.4444369572617872
276,135,6,1842.11,0.45793967920265655,0,-0.13631013081760898,0.046131297437684446
277,48,6,3471.08,0.45106140628103975,2,0.6584935736251137,0.0234046826366434
278,5,6,3761.66,0.6588066252767426,0,0.9304868669265336,1.0558965787729035
279,8,5,1799.15,0.5549747515444357,0,0.18752194002181272,0.5262124771373322
280,214,1,252.48,0.5913768140803924,3,-2.3751618663709917,0.7140681437997416
281,70,6,2352.92,0.6570548686052707,0,0.2945284207826415,1.0369424845457333
282,137,6,2085.71,0.7230037392722964,0,-0.10137606737922789,1.3644480487907866
283,225,6,2236.5699999999997,0.3365966097960751,2,-0.4945260856323681,-0.5494897158988808
284,82,6,10573.72,0.36290806684796084,1,2.0616061517222968,-0.349259369386778
285,272,4,2164.96,0.16578735788860832,3,-1.3347147182748715,-1.3897673600731426
286,33,4,1426.82,0.5047960986973218,0,-0.3156344031537829,0.2780060624034012
287,25,15,5316.33,0.12515959165771948,1,3.871392869094119,-1.6091974339351172
288,37,6,1410.24,0.42591861269272213,2,0.2587538092598601,-0.1203383705910857
289,19,10,7019.4,0.4798512442953037,1,2.777424648092189,0.18371452338089506
290,63,9,7179.68,0.3005788764897991,1,2.3014480972560962,-0.6999673755294434
291,198,4,4796.78,0.5135832823983075,3,-0.3951079613637848,0.3579631132619522
292,25,6,2128.69,0.1213501749573346,2,0.48774248184877356,-1.6265265519645062
293,49,3,1026.6299999999999,0.1261437321244501,2,-0.7689432907360416,-1.6016696990763122
294,31,3,208.99,0.6758203924617608,0,-0.8782767584030118,1.1194983428240166
295,139,7,2194.66,0.352133448987884,2,0.22288856192763717,-0.4792453702454404
296,101,6,1669.8600000000001,0.18894235885631938,2,0.004478284815394818,-1.2922511404144192
297,16,6,3807.16,0.46557028203836315,0,0.8921106663269393,0.09728196175723058
298,276,5,9963.66,0.6389954871690277,1,0.65087605781366,1.026545277464474
299,3,5,1367.87,0.25107471924779023,2,0.1273937307691936,-0.9867222332861155
300,162,5,6716.5,0.5360233330733002,1,0.5059517829224082,0.4819343844698442
301,19,3,1751.3,0.1597432254956376,2,-0.4600643401104422,-1.4294440520147027
302,200,3,961.7,0.1361772048180254,3,-1.537779045633105,-1.5468798103868397
303,54,7,1113.7,0.4719482420977036,0,0.40444167784344337,0.10280796641477379
304,195,1,3090.11,0.47844458512707455,3,-1.649244064444444,0.1781324363972472
305,62,4,1887.5100000000002,0.5462009310487447,0,-0.360034111882916,0.4887864301291946
306,3,8,3140.63,0.6082639336058631,0,1.400281000099246,0.7925879998906954
307,4,11,2317.45,0.7830964556237743,1,2.1005108010314504,1.643217682242424
308,299,2,1557.52,0.46141024381083673,3,-2.2091554001044327,0.08026653278001585
309,200,5,1224.96,0.3260695310588722,2,-0.8906050228334971,-0.6084036483578791
310,127,7,3940.1800000000003,0.6566303363380926,0,0.6583974644389743,1.0478270316457188
311,255,6,9014.04,0.289582575883452,1,0.8553042032239051,-0.7209618033065192
312,15,4,735.61,0.40727999449394536,2,-0.3752374414859,-0.21303446514842395
313,4,5,1316.77,0.1549194669395862,2,0.11434094598999744,-1.4645597629395473
314,378,3,1763.6200000000001,0.11774552039082026,3,-2.2488972094175197,-1.624644381274449
315,93,5,4710.03,0.7738538902745475,0,0.39905011786816263,1.6422208694012674
316,9,10,2467.94,0.6851860843585441,1,1.8144110710110153,1.1619791357707892
317,388,3,3411.56,0.5871819442655887,3,-1.9503846598859058,0.7212942761957363
318,200,6,3282.78,0.386267061089989,2,-0.14008726372637229,-0.2944000747422768
319,2,6,6371.28,0.22130602404959204,1,1.537021308260207,-1.0929953995310453
320,10,10,7776.92,0.20950592986976024,1,2.9989142847477743,-1.1520930031745271
321,144,4,1568.05,0.2751700287152168,2,-0.8310602150938862,-0.8567462355290083
322,116,7,6740.96,0.4844586652942844,1,1.3382092689826541,0.21772811045152676
323,28,10,4116.27,0.6002171458900437,1,2.0867220872985413,0.755602733269613
324,121,1,151.35,0.562138163702412,0,-1.9320572115987589,0.5645668118272658
325,130,2,853.45,0.29595372786216,2,-1.5151680704808024,-0.7537730982074295
326,3,6,4783.1,0.768405696464236,0,1.1625634473333066,1.6091586563834028
327,4,9,2487.04,0.616527841687038,0,1.5482279787641484,0.824431203620687
328,32,7,6409.71,0.48804783675798047,1,1.6843945785238443,0.22948356598184136
329,68,5,511.49,0.5282045223640466,0,-0.39585938194437026,0.3839435724605788
330,83,8,3171.37,0.393720043699453,2,1.0147497179923926,-0.26941323481082013
331,111,7,3844.46,0.2734116926508102,2,0.7300484184243983,-0.8563204154285929
332,112,6,2327.0,0.34918087505588313,2,0.0893997267232116,-0.4903542373462233
333,339,3,343.64,0.6304922773250584,3,-2.385246378482525,0.9069841067364474
334,77,8,9809.42,0.11007544204082911,1,2.521524318313892,-1.6183440812681302
335,194,3,1231.63,0.1812508483548414,3,-1.449665387441971,-1.3208841955918846
336,41,4,2639.84,0.13220184941522695,2,-0.0749241210201173,-1.5607572210640677
337,81,5,7521.580000000001,0.1285101616232791,1,1.10216388443853,-1.5371405455062574
338,150,8,1968.87,0.6988224088077051,0,0.4040606977760617,1.2371036874798347
339,60,7,4056.03,0.5925605015660166,0,1.020782398705077,0.7282919979034927
340,120,1,179.6,0.43192168036112766,3,-1.9164354393922554,-0.08174754849988015
